movie_title,year,episode,song_title,artists
    the matrix reloaded,2003.0,    NaN,    mona lisa overdrive (album version),    ben watkins+don davis+juno reactor
    the pick-up artist,1987.0,    NaN,    lonely boy,    paul anka
    hollywood whores,2011.0,    NaN,    don't let him get away (featuring cherish),    rasheeda
    the secret life of walter mitty,2013.0,    NaN,    escape (the pina colada song),    rupert holmes+jack johnson
    top of the pops: the story of ,2015.0,    NaN,    escape (the pina colada song),    rupert holmes
    wanted,2008.0,    NaN,    escape (the pi�a colada song),    rupert holmes
    six feet under,2001.0,    the eye inside (#,    escape (the pina colada song),    michael c. hall+rupert holmes
    oasis ao vivo,2009.0,    NaN,    waiting for the rapture (album version),    noel gallagher+oasis
    gold and silver and sunshine: the making of dig out your soul,2008.0,    NaN,    waiting for the rapture (album version),    noel gallagher+oasis
    flash gordon,2007.0,    random access (#,    its your move,    f. stallings jr.+felix da housecat
    the big easy,1986.0,    NaN,    don't you just know it?,    huey 'piano' smith & his clowns
    ,2001.0,    NaN,    in ,    tate / kenny wayne shepherd   / selby+kenny wayne shepherd+arrangement with warner special products
    third world cop,1999.0,    NaN,    bad man story,    a. bradford+r. browne+buccaneer
    one hit wonderland,2012.0,    in-a-gadda-da-vida by iron butterfly (#,    soul experience (live version),    doug ingle+erik braunn+lee dorman+ron bushy+iron butterfly
    mtv video music awards latinoam�rica ,2006.0,    NaN,    call me when youre sober / bring me to life,    evanescence
    wwe no way out,2003.0,    NaN,    bring me to life,    evanescence
    green room,2015.0,    NaN,    right brigade (live),    bad brains
    the starter wife,2008.0,    the french disconnection (#,    boots of chinese plastic - edit,    the pretenders
    bastard out of carolina,1996.0,    NaN,    i want to be with you always,    jim beck+lefty frizzell
    django unchained,2012.0,    NaN,    will the circle be unbroken,    ada r. habershon+charles gabriel+nitty gritty dirt band
    the key,2003.0,    NaN,    flat foot floogie,    slim gaillard+slam stewart+the chorus girls
    nine inch nails live: and all that could have been,2002.0,    NaN,    the frail,    trent reznor+nine inch nails
    wwe great american bash,2007.0,    NaN,    the church of hot addiction (album version),    cobra starship
    kiss: the last kiss,2000.0,    NaN,    heaven's on fire,    kiss
    need for speed: hot pursuit ,2004.0,    NaN,    fever for the flava (radio edit),    hot action cop
    the inbetweeners,2009.0,    the fashion show (#,    she will leave,    kid british
    ,2008.0,    greatest sports movies of all time (#,    talk like that,    the presets+julian hamilton+kim moyes
    reading and leeds festival,2009.0,    kings of leon (#,    taper jean girl,    kings of leon
    bridget joness diary,2001.0,    NaN,    stop  look  listen (to your heart),    thom bell+linda creed+marvin gaye  / diana ross
    stuck on you,2003.0,    NaN,    fire,    jimi hendrix
    tohuwabohu,1990.0,    unplugged (,    wo bist du? (,    g�nther sigl+spider murphy gang
    punk in london,1977.0,    NaN,    in the city,    the jam
    smallville,2004.0,    jinx (#,    fall behind me (alternate acoustic mix),    the donnas
    vinyl,2016.0,    pilot (#,    mama he treats your daughter mean,    herb lance+charlie singleton+johnny wallace+ruth brown
    between the teeth,1994.0,    NaN,    make believe mambo ( lp version ),    david byrne
    lassedio,1998.0,    NaN,    maria valencia,    p. wemba+s. mutela+c. polloni+papa wemba
    l.a. noire,2011.0,    NaN,    battle of the blues  part ,    big joe turner
    east ,1993.0,    NaN,    deep,    tony mortimer+east 
    letting off steam: the around the world tour,1994.0,    NaN,    deep,    tony mortimer+east 
    leningrad cowboys go america,1989.0,    NaN,    tequila,    chuck r�o+leningrad cowboys
    terminal city ricochet,1990.0,    NaN,    that's progress,    jello biafra with d.o.a.
    mob job,1974.0,    NaN,    show biz kids,    walter becker+donald fagen+steely dan
    nashville,2012.0,    i cant help it (if im still in love with you) (#,    i'll be there (if you ever want me),    ray price+rusty gabbard+sam palladio
    heroes,2006.0,    chapter three one giant leap (#,    where the blacktop ends,    keith urban
    knockout,2002.0,    NaN,    dance with me,    sanford green
    pet shop boys: a life in pop,2006.0,    NaN,    i wouldn't normally do this kind of thing (beatmasters mix) (,    neil tennant+chris lowe+pet shop boys
    arena,1979.0,    buddy holly,    fool's paradise,    sonny leglaire+norman petty+linsley+buddy holly+the crickets
    moondog airwaves,2015.0,    NaN,    angel flying too close to the ground,    willie nelson & family
    the one and only cilla black,2013.0,    NaN,    alfie,    burt bacharach+lyrics by hal david+katie melua
    lifeguard,1976.0,    NaN,    alfie,    burt bacharach
    severed ways: the norse discovery of america,2007.0,    NaN,    ...og jeg iakttok d�dsrikets inntog,    old man's child
    mixology,2013.0,    liv & jim (#,    soul safari,    speedometer
    ellis in glamourland,2004.0,    NaN,    dance valley theme ,    f. corsten+system f
    waterloo road,2006.0,    (#,    mojo pin,    jeff buckley
    jeff buckley: everybody here wants you,2002.0,    NaN,    mojo pin,    jeff buckley+gary lucas
    devons ghost: legend of the bloody boy,2005.0,    NaN,    coming back to me baby,    james bairian+louis castle
    the sopranos,2002.0,    the test dream (#,    three times a lady,    lionel richie+john heard
    election,2002.0,    NaN,    three times a lady,    lionel richie+the commodores
    whats your number?,2011.0,    NaN,    three times a lady,    lionel richie+chris evans
    sea of love,2002.0,    NaN,    three times a lady,    lionel richie
    shrek the halls,2007.0,    NaN,    christmas wrapping,    the waitresses
    the white stripes under great white northern lights,2009.0,    NaN,    i just don't know what to do with myself,    the white stripes
    the hitcher,2007.0,    NaN,    move along,    tyson ritter+nick wheeler+the all-american rejects
    life on the longboard,2005.0,    NaN,    all summer long,    the beach boys
    white chicks,2004.0,    NaN,    la bamba,    ritchie valens
    modulations,1998.0,    NaN,    no ufos,    juan atkins  / model 
    the vampire diaries,2009.0,    crying wolf (#,    manipulating woman,    ladyhawke
    kosketuksessa,2007.0,    cmx,    vainajala,    cmx
    top of the pops,1998.0,    (,    whine and grine,    cecil campbell+prince buster
    the marty stuart show,2008.0,    stonewall jackson and chris isaac (#,    smoke along the track,    alan rosedon+stonewall jackson+chris scruggs
    dag,2010.0,    self therapy (#,    god doesn't like it,    steve wynn & the dragon bridge orchestra
    made in chelsea,2011.0,    paybacks a bitch (#,    salt air (dekker & johan remix),    chew lips
    loquillo leyenda urbana,2008.0,    NaN,    los ojos vendados,    loquillo+s. fec�+loquillo y trogloditas
    the guess who: running back thru canada,2004.0,    NaN,    american woman,    randy bachman+burton cummings+jim kale+gary peterson+the guess who
    mission: impossible iii,2006.0,    NaN,    we are family,    bernard edwards+nile rodgers+sister sledge+arrangement with warner music group film+tv licensing
    direktion city,1979.0,    ein gr�ner pudel (#,    we are family,    sister sledge
    electric dreams,2009.0,    the ,    we are family,    bernard edwards+nile rodgers+sister sledge
    melrose place,2009.0,    cahuenga (#,    love (bost & bim remix),    rosey
    chuck,2008.0,    chuck versus tom sawyer (#,    sleepdriving (album),    grand archives
    the x factor,2009.0,    (#,    we're all in this together,    matthew gerrard+robbie nevil+eoghan quigg
    saturday night live: the best of dan aykroyd,2005.0,    NaN,    i don't know,    willie mabon+dan aykroyd+john belushi+the blues brothers band
    the river,2012.0,    doctor emmet cole (#,    into each life some rain must fall,    ella fitzgerald & the ink spots
    l.a. noire,2011.0,    NaN,    into each life some rain must fall,    ella fitzgerald & the ink spots
    the actress,2010.0,    unemployment (#,    the drive,    oliver nelson
    dance central ,2011.0,    NaN,    turn me on,    kevin lyttle+arnold hennings+daron jones+michael keith+marvin scandrick+quinnes parker+raeon pri...
    elvis: aloha from hawaii - rehearsal concert,1973.0,    NaN,    steamroller blues,    james taylor+elvis presley
    tank girl,1995.0,    NaN,    disconnected,    trever keith+matt riddle+face to face
    made in chelsea,2011.0,    babe  youre attituding at me (#,    greatest hit,    annie strand
    play it cool,1962.0,    NaN,    cry my heart out (,    norrie paramor+helen shapiro
    lipstick jungle,2008.0,    chapter seven: carpe threesome (#,    chains of love,    kreesha turner
    punk in london,1977.0,    NaN,    one chord wonders,    the adverts
    mtv video music awards latinoam�rica ,2006.0,    NaN,    call me when youre sober / bring me to life,    evanescence
    wwe no way out,2003.0,    NaN,    bring me to life,    evanescence
    valentine,2001.0,    NaN,    fall again,    roman marisak+jeff schartoff+professional murder music
    top of the pops,1980.0,    (,    my old piano,    diana ross
    ,2003.0,    NaN,    everybody get up,    five
    acting out,1996.0,    NaN,    desmond blue,    paul desmond
    sadistic bitch,2002.0,    NaN,    you don't own me,    lesley gore
    later... with jools holland,2009.0,    (#,    jackie collins existential question time,    james dean bradfield+sean moore+nicky wire+manic street preachers
    the waterboy,2008.0,    NaN,    block rockin' beats (,    tom rowlands+ed simons+schooly-d+the chemical brothers
    win win,2011.0,    NaN,    have a nice day,    jon bon jovi+richie sambora+john shanks+bon jovi
    cocksucker blues,1972.0,    NaN,    uptight (everything's alright),    stevie wonder  sylvia moy+henry cosby+stevie wonder+his band w/the rolling stones
    midnight caller,1991.0,    cant say n-n-no (#,    feel so alive,    chesney hawkes+roger daltrey
    sarah mclachlan: afterglow live,2005.0,    NaN,    dirty little secret (thievery corporation mix),    sarah mclachlan
    one tree hill,2003.0,    ashes of dreams you let die (#,    be by your side,    the storys
    walking tall,2004.0,    NaN,    set it off (radio mix by tobi neumann),    peaches
    derrick,1974.0,    kein ende in wohlgefallen (#,    ti sento (,    matia bazar
    dance paradise,2010.0,    NaN,    break your heart,    taio cruz+ludacris
    red riding: in the year of our lord ,2009.0,    NaN,    sad sweet dreamer,    david parton+sweet sensation
    veronica mars,2004.0,    un-american graffiti (#,    rally (live),    phoenix
    into the wild,2007.0,    NaN,    guaranteed,    eddie vedder
    one tree hill,2005.0,    the tide that left and never came back (#,    petrified to be god-like,    susie suh
    need for speed: underground ,2004.0,    NaN,    nothing but you (cirrus remix),    paul van dyk featuring hemstock and jennings
    tickled pink girls night in  live!,2004.0,    NaN,    some girls,    richard x+hannah robinson+rachel stevens
    simply the best,2004.0,    (#,    some girls,    rachel stevens
    seven psychopaths,2012.0,    NaN,    the unknown immortal,    joe strummer
    scream queens,2015.0,    ghost stories (#,    butcher pete,    roy brown
    love and mary,2007.0,    NaN,    ring my bell,    frederick knight+anita ward
    yesterdays hero,1979.0,    NaN,    ring my bell,    anita ward
    true blood,2008.0,    it hurts me too (#,    coming down (dj? acucrack batgrabber remix),    acumen nation
    the power station: some like it hot,1989.0,    NaN,    some like it hot,    robert palmer+john taylor+andy taylor+power station
    asylum,1997.0,    NaN,    ginger,    david devant and his spirit wife
    how the grinch stole christmas,2000.0,    NaN,    where are you christmas [live],    james horner+will jennings+mariah carey+faith hill
    rocknrolla,2008.0,    NaN,    the stomp,    nicholaus arson+the hives
    ceux qui maiment prendront le train,2009.0,    NaN,    nuit magique,    catherine lara
    so you think you can dance canada,2009.0,    top ,    hush hush; hush hush,    andreas romdhane+josef larossi+ina wroldsen+nicole scherzinger+the pussycat dolls
