ID,Title,Brand,Processor Name,Processor Speed (GHz),Processor Brand,Operating System,RAM,Graphics Card,Storage (GB),Screen Size (inch),Screen Resolution - Height,Screen Resolution - Width,Weight (lb)
310,lenovo c315,lenovo, amd athlon ii x2 250u,1.6,amd, microsoft windows 7 home premium, 4 gb, amd mobility radeon hd 4350,500 gb,20,1600,900,
311,lenovo ideacentre k210,lenovo, intel pentium dual-core e2180,2,intel, microsoft windows vista home premium, 2 gb, intel gma 3100,320 gb,,,,
312,dell inspiron 15 non-touch (3531),dell, intel celeron n2830,2.16,intel, windows 8.1, 4 gb, intel hd graphics,500 gb,15.6,1366,768,4.7
313,overdrive pc core2.sli,overdrive, intel core 2 extreme qx6850,4,intel, microsoft windows vista home premium, 2 gb, nvidia geforce 8800 ultra sli,900 gb,24,,,
314,acer travelmate 8481t-6440 ,acer,,1.7,, microsoft windows 7 home premium, 4 gb, intel hd graphics 3000,320 gb,14,1366,768,3.9
315,winbook powerspec 8736 (iss. 21 2004),winbook,,,,, 512 mb,,80 gb,17,,,
316,acer aspire ame600-ur378,acer,,3.4,, microsoft windows 8, 10 gb, intel hd graphics 4000,2000 gb,,,,
317,lenovo c560 touch,lenovo, intel core i3-4130t,2.9,intel, windows 8.1, 8 gb, intel hd graphics 4400,1 tb,23,1920,1080,
318,hp pavilion dv6t (1030us),hp, intel core 2 duo t6400,2,intel, microsoft windows vista home premium, 4 gb, intel gma 4500mhd,320 gb,16,,,6
319,lenovo g40,lenovo, intel celeron n2830,2.16,intel, windows 8.1, 2 gb, intel hd graphics,320 gb,14,1366,768,5.5
320,hp media center photosmart pc m1050y (3.8 ghz),hp,,,, ms windows xp media center edition 2005, 256 mb, amd radeon x600,,23,,,
321,dell chromebook 13 (7310),dell, intel core i5-5300u,2.3,intel, google chrome os, 8 gb, intel hd graphics 5500,32 gb,13.3,1920,1080,3.23
322,mpc clientpro 345,mpc,,,,,,,,,,,
323,toshiba satellite u205-s5022,toshiba, intel core duo t2400,1.83,intel, ms windows xp professional, 1 gb, intel gma 950,120 gb,12.1,,,4.1
324,acer veriton vz2660g-i34130x,acer, intel core i3-4130t,2.9,intel, microsoft windows 7 professional, 4 gb, intel hd graphics 4400,500 gb,19.5,1600,900,
325,dell inspiron one 2320,dell, intel core i5-2400s,2.5,intel, microsoft windows 7 home premium, 8 gb," intel hd graphics 2000, nvidia geforce gt 525m",2000 gb,23,1920,1080,
326,toshiba portege r835-p88,toshiba, intel core i5-2450m,2.5,intel, microsoft windows 7 home premium, 6 gb, intel hd graphics 3000,640 gb,13.3,1366,768,3.2
327,microtel syswm8001,microtel,,,,, 128 mb, integrated,40 gb,,1280,1024,
328,dell dimension 8400,dell,,,,, 1 gb, amd radeon x800,320 gb,19,1280,1024,
329,hp pavilion dv7-3163cl-b,hp, amd turion ii dual-core mobile m520,2.3,amd, microsoft windows 7 home premium, 4 gb, amd mobility radeon hd 4200,320 gb,17.3,,,7.12
330,asus chromebook c300 (c300ma-db01),asus, intel celeron n2830,2.16,intel, google chrome os, 2 gb, intel hd graphics,16 gb,13.3,1366,768,2.87
331,msi x340 (021us),msi, intel core 2 solo u3500,1.4,intel, microsoft windows vista home premium, 2 gb, intel gma 4500mhd,320 gb,13.4,,,2.9
332,samsung qx411-w01ub,samsung, intel core i5-2430m,2.4,intel, microsoft windows 7 home premium, 6 gb, intel hd graphics 3000,640 gb,14,1366,768,5
333,acer aspire 9805wkhi,acer, intel core duo t2600,2.16,intel," ms windows xp media center, ms windows xp media center", 2 gb, nvidia geforce go 7600,240 gb,20.1,,,17.1
334,getac f110 ,getac,,2.1,, microsoft windows 7, 4 gb, intel hd graphics 4400,128 gb,11.6,,,3.11
335,acer aspire as1830t-3935 (at&t),acer, intel core i3 330m,1.2,intel, microsoft windows 7 home premium, 2 gb, intel gma hd,250 gb,11.6,1366,768,2.9
336,hp elitebook folio 1020,hp, intel core m-5y71,1.2,intel, windows 8.1 pro, 8 gb, intel hd graphics 5300,256 gb,12.5,2560,1440,2.68
337,panasonic toughbook y2,panasonic,,1.3,, ms windows xp professional, 256 mb, intel 82855 gme,40 gb,15,,,3.4
338,microsoft surface book,microsoft, intel core i5-6300u,2.4,intel," microsoft windows 10, windows 10"," 8 gb, 8 gb"," intel hd graphics 520, intel hd graphics 520",256 gb,13.5,3000,2000,3.34
339,dell inspiron 9100,dell,,3.2,, ms windows xp home,, amd mobility radeon 9700,60 gb,15.4,,,9.16
340,compaq evo n600c,compaq,,1.2,,, 256 mb,,28 gb,14.1,,,
341,lenovo ideapad s10-2,lenovo, intel atom n270,1.6,intel," ms windows xp home, ms windows xp home", 1 gb, intel gma 950,160 gb,10.1,,,2.7
342,samsung galaxy tab (t-mobile),samsung,,,,,,,16 gb,7,,,13.4
343,hp x4000,hp,,,,, 1 gb,,35 gb,,,,
344,hp touchsmart 610-1065qd,hp, intel core i7-870,2.93,intel, microsoft windows 7 home premium, 8 gb, amd radeon hd 5570,1000 gb,23,1920,1080,
345,dell inspiron 15r special edition (7520),dell, intel core i7-3612qm,2.1,intel, microsoft windows 7 home premium, 8 gb, intel hd graphics 4000,1000 gb,15.6,1920,1080,6.1
346,"google chromebook pixel (64gb, lte)",google,,1.8,, google chrome os, 4 gb, intel hd graphics 4000,64 gb,12.85,2560,1700,3.36
347,winbook j4 c2.0,winbook,,2,,, 256 mb,,20 gb,14,,,8.3
348,dell inspiron one 23,dell, intel core i5-3330s,2.7,intel, microsoft windows 8 professional, 8 gb, intel hd graphics 2500,1000 gb,23,1920,1080,
349,hp pavilion dv7-4071nr,hp, intel core i7-720qm,1.6,intel, microsoft windows 7 home premium, 4 gb, amd mobility radeon 5650,500 gb,17.3,,,8
350,hp compaq business desktop d530,hp,,,,,,,,,,,
351,alienware m14x r2,alienware, intel core i7-3610qm,2.3,intel, microsoft windows 7 home premium, 8 gb, nvidia geforce gt 650m,750 gb,14,1600,900,6.5
352,origin chronos pro,origin, intel xeon e5-2699 v3,2.3,intel, windows 10 pro, 32 gb, nvidia quadro m5000,6512 gb,,,,
353,msi fx720,msi,,,, microsoft windows 7 home premium, 8 gb, nvidia geforce gt 520m,,17.3,,,6.2
354,lenovo ideapad tablet k1 (wi-fi),lenovo,,1,, google android 3.0 or higher,,,32 gb,10.1,,,1.61
355,hp pavilion elite m9600t ,hp, intel core i7-940,2.93,intel, microsoft windows vista home premium, 6 gb, amd radeon hd 4850,1000 gb,,,,
356,toshiba satellite u405-s2830,toshiba, intel core 2 duo t8100,2.1,intel, microsoft windows vista home premium, 3 gb, intel gma x3100,250 gb,13.3,,,4.85
357,dell inspiron one 2305 (io2305-3114msl),dell, amd athlon ii x2 250u,1.6,amd, microsoft windows 7 home premium, 4 gb, amd radeon hd 4270,750 gb,23,1920,1080,
358,dell inspiron im5030-3413b3d,dell, amd athlon ii p340,2.2,amd, microsoft windows 7 home premium, 4 gb, amd mobility radeon hd 4250,500 gb,15.6,,,6
359,nec versa e120 daylite,nec,,,,, 256 mb,,20 gb,,,,3.1
360,lg chromebase,lg, intel celeron 2955u,1.4,intel, google chrome os, 2 gb, intel hd graphics,16 gb,21.5,1920,1080,
361,alienware 17 (2014),alienware, intel core i7-4910mq,"2.9,",intel, microsoft windows 7 home premium, 16 gb, nvidia geforce gtx 880m,1256 gb,17.3,1920,1080,9.2
362,origin eon17-slx,origin, intel core i7-3940xm,3,intel, microsoft windows 8, 16 gb, nvidia geforce gtx 680m,1256 gb,17.3,1920,1080,9.2
363,velocity micro raptor signature edition (nvidia geforce gtx 480),velocity, intel core i7-980x,4.3,intel, microsoft windows 7 home premium, 6 gb, nvidia geforce gtx 480 triple sli,2128 gb,,,,
