ASIN,Title,Price,Customer Reviews,Best Sellers Rank,Date First Available,Brand Name,Series,Item model number,Color,Processor,Processor Brand,Processor Count,Screen Size,Screen Resolution,Max Screen Resolution,Hardware Platform,Operating System,Graphics Coprocessor,Card Description,Graphics Card Ram Size,Chipset Brand,RAM,Computer Memory Type,Hard Drive,Hard Drive Interface,Hard Drive Rotational Speed,Battery Type,Average Battery Life (in hours),Product Dimensions,Item Weight
B0013FJNCM,"Apple MacBook Pro MB766LL/A 17-Inch Laptop (2.5 GHz Intel Core 2 Duo Processor, 4 GB RAM, 320 GB Hard Drive, Slot Loading SuperDrive),Apple Computer,MB766LL/A",,3.7,"3,238","October 14, 2008",Apple,MB766LL/A,MB766LL/A,Silver,2.5 GHz Intel Core Duo,Intel,2,17 inches,1920 x 1200,1920 x 1200 pixels,Mac,Apple Mac OS X 10.5,GeForce GT,GeForce 8600M GT,512 MB,NVIDIA,4 GB DDR2,DDR2 SDRAM,320 GB SATA,Serial ATA,5400 RPM,lithium_ion,5 hours,20.3 x 19.2 x 5.6 inches,10 pounds
B0013FLU96,"Apple MacBook Pro MB133LL/A 15.4-inch Laptop (OLD VERSION),Apple Computer,MB133LL/A",,3.6,"1,367","October 2, 2001",Apple,MacBook,MB133LL/A,Silver,2.4 GHz Intel Core 2 Duo,Intel,1,15.4 inches,1440 x 900 pixels,1440 x 900 pixels,Mac,Mac OS X v10.5 Leopard,NVIDIA GeForce,dedicated,256 MB,NVIDIA,2 GB DDR2,DDR2 SDRAM,200 GB SATA,Serial ATA,5400 RPM,Lithium Polymer (LiPo),2 hours,9.6 x 14.1 x 1 inches,5.4 pounds
B0013FRA0O,"Apple Macbook A1181 Macbook4,1 MB402LL/A, 2.4GHz Intel Core 2 Duo T8100, 120GB Hard Drive, 1GB RAM Memory (Early 2008),Apple Computer,MB402LL/A",949.00,4.1,"2,384","February 26, 2008",Apple,Macbook,MB402LL/A,white,2.1 GHz Intel Core 2 Duo,Intel,1,13.3 inches,1280 x 800,1280 x 800 pixels,Mac,Apple Mac OS X v10.5 Leopard,Intel GMA X3100,integrated,144 MB,Intel,1 GB DDR2,DDR SDRAM,120 GB Serial ATA,Serial ATA,5400 RPM,lithium_polymer,,12.8 x 1.1 x 8.9 inches,4.9 pounds
B00150IYRU,"Dell Vostro 1500, Intel Core 2 Duo T5470 (2x1.6GHz), 2GB RAM, 80,Dell,DL-VA860",,3.6,"9,191",,,,,,,,,,,,,,,,,,,,,,,,,,
B00153XRZG,"Apple Black Macbook,Apple Computer,MB404B/A",,3.4,"2,870","November 1, 2009",MacBook,Macbook,MB404B/A,Black,2 GHz Intel Core 2 Duo,Apple,1,13.3 inches,,,Mac,Mac OS X 10.4 Tiger,Intel GMA X3100,integrated,,,2 GB,DDR2 SDRAM,250 GB mechanical_hard_drive,,,,,12.8 x 8.9 x 1.1 inches,5 pounds
B00159LRXY,"Apple A1181 Macbook MB403LL 13.3 Inch Laptop (2.1 GHz Intel Core 2 Duo Mobile, 2 GB SDRAM, 120GB HDD, Mac OS x 10.7 Lion), White,Apple Computer,MB403B/A",,3.6,45,"September 14, 2013",Apple,Model A1181,MB403B/A,White,2.1 GHz Intel Core 2 Duo Mobile,Intel,2,13.3 inches,,,Mac,Mac OS x 10.7 Lion,integrated_graphics,integrated,,intel,2 GB ddr2_sdram,DDR2 SDRAM,120 GB mechanical_hard_drive,,,,,12.8 x 8.9 x 1.1 inches,5.1 pounds
B00159LSDI,"2008 Macbook Pro 15.4 inch 2.6 Ghz MB134LL/A,Apple Computer,MB133B/A",,4.1,"4,025","August 29, 2012",Apple,Apple MacBook,MB133B/A,silver,2.6 GHz Intel Core 2 Duo,Intel,2,15.4 inches,,,Mac,Mac OS X,geforce gt 8600m,dedicated,,nvidia,2 GB SDRAM DDR2,DDR2 SDRAM,250 GB,,5400 RPM,,,14.1 x 9.6 x 1 inches,5.4 pounds
B0015YUMEY,"Apple MacBook Pro MB076LL/A 17-inch Laptop (2.4 GHz Intel Core 2 Duo, Glossy Display, 2 GB RAM, 160 GB Hard Drive, DVD/CD SuperDrive),Apple Computer,MB076LL/A",,3.2,"5,742","March 14, 2008",Apple,MB076LL/A,MB076LL/A,,2.4 GHz Intel Core 2 Duo,Intel,1,16 inches,1680 x 1050,1680 x 1050 pixels,Mac,Apple Mac OS X 10.5,GeForce GT,GeForce 8600M GT,256 MB,NVIDIA,2 GB DDR2,,160 GB SATA,,5400 RPM,lithium_polymer,,21 x 16 x 7 inches,9.4 pounds
B00173CFP2,"ThinkPad X300 Notebook 1.2GHz 13.3"" Widescreen,Lenovo",,5.0,"7,800",,,,,,,,,,,,,,,,,,,,,,,,,,
B0017627PC,"Lenovo Thinkpad R61i Core 2 Duo T2370 1GB/80GB,Lenovo,7650DHU",,3.1,"13,782","April 3, 2008",Lenovo,think pad r61i,7650DHU,,Pentium,Intel,2,15.4 inches,1280_x_800,,,windows_xp,integrated_graphics,integrated,,intel,1 GB ddr2_sdram,,80 GB mechanical_hard_drive,,5400 RPM,,,17 x 6 x 13 inches,11 pounds
B0017HSZWK,"Apple MacBook Pro MC723LL/A 15.4-Inch Laptop (OLD VERSION),Apple Computer,MC723LL/A,MC723LL/A",,3.7,"3,007","February 23, 2011",Apple,MacBook Pro,MC723LL/A,Silver,2.2 GHz Intel Core i7,Intel Core I7,1,15.4 inches,1440 x 900,1440x900 pixels,,Mac OS X v10.7 Lion,AMD Radeon HD 6750M,dedicated,1024 MB,Intel,4 GB SDRAM,SDRAM,750 GB mechanical_hard_drive,Raid,5400 RPM,lithium_polymer,7 hours,14.3 x 9.8 x 0.9 inches,5.6 pounds
B0017J7T7A,"Apple MacBook Pro MB471LL/A 15.4-Inch Laptop (2.53 GHz Intel Core 2 Duo Processor, 4 GB RAM, 320 GB Hard Drive, Slot Loading SuperDrive),Apple Computer,MB471LL/A",,3.7,"2,805","October 14, 2008",Apple,MB471LL/A,MB471LL/A,Aluminum,2.53 GHz Intel Core 2 Duo,Intel,1,15.4 inches,1440 x 900,1440 x 900 pixels,Mac,Apple Mac OS X 10.13,NVIDIA GeForce 9600M GT,dedicated,512 MB,NVIDIA,4 GB DDR3,DDR3 SDRAM,320 GB mechanical_hard_drive,Serial ATA,5400 RPM,lithium_polymer,5 hours,9.8 x 14.3 x 0.9 inches,5.5 pounds
B00194GAXC,"Dell Inspiron 6400 Laptop (Wide Screen, Intel Pentium Dual-Core Processor T20,V7-BATTERIES,DEL-6400V7",,4.0,"211,352","March 2, 2010",V7-BATTERIES,Dell Inspiron 6400,DEL-6400V7,black,Pentium,Intel,2,15.6 inches,,,PC,Windows_XP,ATI Mobility Radeon X1300,integrated,,intel,,DDR2 SDRAM,80 GB,,,,,10 x 6 x 1.5 inches,1.2 pounds
B00196E7W6,"Dell Inspiron 1525 Pink Laptop (15.4"" Wide Screen with true life, Intel Core 2 Duo T5450 at 1.66GHz, 2GB RAM, 120GB Hard Drive, 8X DVD +/- RW w/dbl layer write capability, Windows Vista Premium),Dell Computers",,,"20,134","May 8, 2008",Dell Computers,PP29L,,,Intel Core 2 Duo,,1,15.4 inches,,,PC,Windows VISTA;,,,,,2 GB,DDR2 SDRAM,120 GB,,,,,,
B0019N7SSE,"DELL Inspiron 1720 17"" Widescreen Notebook, 2.0GHz INTEL CORE 2 DUO, WiFi, 4GB RAM, 320GB, CDRW/DVDRW+DL, Webcam, Bluetooth, Windows Vista Home Premium,Dell Computers,1720",,3.5,"10,291","May 16, 2008",Dell,Inspiron,1720,white,2 GHz Intel Core 2 Duo,Intel,1,17 inches,,1920 x 1280,PC,Microsoft Windows Vista Home Premium,integrated_graphics,integrated,,intel,4 GB DDR2,DDR2 SDRAM,320 GB SATA,Serial ATA,,,2 hours,14.5 x 14.4 x 10.6 inches,7.7 pounds
B0019W1L1K,"Dell Inspiron mini 10 Notebook,Dell Computers,Mini 10",,3.0,"5,163","May 20, 2008",Dell,Inspiron,Mini 10,"Green, White and Black design",1.6 GHz Intel Atom,Intel,1,14 inches,LED,,PC,Windows XP Home,Intel GMA 500,,,intel,1 GB DDR2,DDR3 SDRAM,160 GB HDD 5400 rpm,eSATA,5400 RPM,,4 hours,15 x 19 x 5 inches,1.9 pounds
B001AJ5PO6,"Toshiba A215-S5837 Satellite 15.4"" Widescreen Laptop, AMD Athlon,Toshiba,por-307470100000001",,3.6,"9,338","May 30, 2008",Toshiba,,,,AMD Athlon,AMD,,,,,,,radeon x1200,dedicated,,amd,2 GB DDR2 SDRAM,,160 GB,,5400 RPM,,,,
B001BXO8YY,"Apple MacBook 13.3-Inch Laptop (2.1GHz Intel Core 2 Duo, 4GB 667MHz DDR2 SDRAM, 160 GB HDD, Mac OS X) White,Apple Computer",,3.4,"1,041","June 30, 2008",Apple,A1181,,,2.1 GHz,Intel,2,13.3 inches,,,Mac,Mac OS X,integrated_graphics,integrated,,intel,4 GB DDR2 SDRAM,DDR2 SDRAM,160 GB mechanical_hard_drive,Serial ATA-150,5400 RPM,,,,2.2 pounds
B001BXPA8C,"Apple Macbook A1181 Macbook4,1 MB403LL/A, 2.4GHz Intel Core 2 Duo T8300, 250GB Hard Drive, 2GB RAM Memory (Early 2008),Apple,MB403LL/A",,3.8,"4,141",,,,,,,,,,,,,,,,,,,,,,,,,,
B001CGHH98,"Apple iBook 12.1-Inch Laptop, G4 iBook 1.33GHz Processor, White,Apple Computer,a1311",,2.9,730,"July 10, 2008",Apple,iBook G4,a1311,White,1.33 GHz PowerPC,AIM,,12.1 inches,1024_x_768,,Mac,Apple Mac OS X 10.4 (Tiger),ATI Mobility Radeon 9200,,,ATI,0.256 GB DDR,SODIMM,60 GB mechanical_hard_drive,IDE,,,,11.2 x 9.1 x 1.4 inches,4.9 pounds
B001CIRD7M,"HP Business Notebook 6730b - Intel Centrino Pro Core 2 Duo P8600 2.4GHz - 15.4"" WXGA - 2GB DDR2 SDRAM - 160GB HDD - DVD-Writer (DVD-RAM/Â±R/Â±RW) - Gigabit Ethernet, Wi-Fi, Bluetooth - Windows Vista Business,Hewlett Packard",,,"10,001","August 4, 2008",HP,,,,2.4 GHz Intel Core 2 Duo,Intel,2,15.4 inches,,,,windows_vista,Intel Graphics Media Accelerator GMA 4500MHD,,,,2 GB DDR2 SDRAM,,160 GB mechanical_hard_drive,,,,,,8.6 pounds
B001CJVYD0,"Panasonic Toughbook 52 - Core 2 Duo P8400 2.26 GHz - 15.4"" TFT (T18101) Category: Computer Notebooks,Panasonic",,,"20,972","July 11, 2008",Panasonic,panasonic cf-52,,,2.26 GHz Intel Core 2 Duo,Intel,,15.4 inches,,,,windows_vista,Intel GMA 4500MHD,,,,,,160 GB,,,,,,
B001D8S9E2,"Apple MacBook MB466LL/A 13.3-Inch Laptop (OLD VERSION),Apple Computer,MB466LL/A",,3.9,421,"October 14, 2008",Apple,MacBook,MB466LL/A,Silver,2.4 GHz Intel Core 2 Duo,Intel,1,13 inches,1280 x 800,1280 x 800 pixels,Mac,Apple Mac OS X 10.6,NVIDIA GeForce 9400M,dedicated,256 MB,NVIDIA,2 GB DDR3,DDR3 SDRAM,160 GB SATA,Serial ATA,5400 RPM,lithium_polymer,5 hours,8.9 x 12.8 x 0.9 inches,4.5 pounds
B001E5Q8OW,"EliteBook 6930p Notebook,hp",,2.1,"10,781","August 4, 2008",HP,EliteBook,,,,,,14.1 inches,,,PC,windows_vista,Intel GMA 4500MHD,,,,ddr2,,160 GB,,,,,18.1 x 13.9 x 4.2 inches,8.3 pounds
B001EH8GOA,"Lenovo 7417-TPU ThinkPad T400 14.1"" Notebook,Lenovo,T400",,3.9,"1,804",,,,,,,,,,,,,,,,,,,,,,,,,,
B001EHAWVU,"Dell Latitude D610 14"" Laptop (2.00GHz Centrino Processor, 1 GB RAM, 40 GB Hard Drive, DVD/CD-RW Combo Drive),Dell Computers,Latitude,588149",,3.4,"3,842","August 18, 2008",Dell,Latitude,Latitude,Silver,2 GHz Intel Centrino,Intel,,14 inches,,,Computers,Windows XP Professional,ATI Mobility Radeon X300,dedicated,,ATI,1 GB DDR2,DDR2 SDRAM,40 GB,,,,,19.4 x 12.3 x 6.5 inches,5.3 pounds
B001F0Z4YQ,"Lenovo 2743-89U ThinkPad SL400 14.1"" Notebook,Lenovo,274389U",,2.7,"17,392","August 29, 2008",Lenovo,,274389U,Black,2.26 GHz Intel Core 2 Duo,Intel,2,14.1 inches,,,PC,Windows XP;,integrated_graphics,integrated,,intel,2000 MB DDR2 SDRAM,DDR2 SDRAM,250 GB,Serial ATA,5400 RPM,,,16.9 x 12.8 x 6.1 inches,8.3 pounds
B001FWC2FI,"ThinkPad T400 6475 Intel Core 2 Duo T9400 2.53GHz 802.11a/b/g/draft-n Wireless 14.1"" WXGA 2GB DDR3 SDRAM 160GB,Lenovo Group Limited",,3.4,"7,847",,,,,,,,,,,,,,,,,,,,,,,,,,
B001FWEA8U,"ThinkPad T400 2765 Intel Core 2 Duo T9400 2.53GHz 802.11a/b/g/draft-n Wireless 14.1"" WXGA 2GB DDR3 SDRAM 160GB,LENOVO",,,"8,107",,,,,,,,,,,,,,,,,,,,,,,,,,
B001G0WF7E,"Dell Inspiron 1525 laptop,Dell,1525",,3.9,"7,145","September 12, 2008",Dell,Inspiron,1525,Navy Blue,2 GHz Intel Celeron,Intel,,15.4 inches,1280_x_800,1280 x 800,PC,Windows VISTA;,Intel GMA X3100,,,intel,1 GB DDR2,DDR2 SDRAM,80 GB,eSATA,5400 RPM,,,15 x 13.9 x 2.5 inches,5.9 pounds
B001GALNFE,"Apple 13"" MacBook Notebook Computer MB404LL/A (Black),Apple Computer",,3.3,"2,416","October 14, 2008",Apple,MB404LL/A,,,2.4 GHz Intel Core 2 Duo,Intel,2,13 inches,,,,other,,,,intel,2 GB,,250 GB mechanical_hard_drive,,,,,1 x 1 x 1 inches,6.8 pounds
B001GN5OLK,"Dell Latitude E6400 Laptop - Windows Professional,Dell Computers,E6400",,3.6,301,"September 24, 2008",Dell,Latitude,E6400,Black,2.53 Core 2 Duo P8700,Intel,2,14.1 inches,1280x800,1280x800,PC,Windows 7;,,integrated,128 MB,,2 GB SO-DIMM DDR2,DDR3 SDRAM,300 GB HDD 7200 rpm,Serial ATA,,,2 hours,13 x 10 x 2 inches,8 pounds
B001IPV0CS,"Macbook Pro 15 Inch, 2.4ghz, 4gb Ram, 200gb Hd,Apple Computer,A1260",,3.3,"4,293","October 18, 2008",Apple,A1260,A1260,,2.4 GHz,Intel,2,15 inches,,,Mac,Mac OS X,,,,,4 GB,DDR2 SDRAM,200 GB,,,,,,9 pounds
B001JICTAG,"ThinkPad T500 2055 Intel Core 2 Duo T9400 2.53GHz 802.11a/b/g/draft-n Wireless 15.4"" WSXGA+ 2GB DDR3 SDRAM 80GB,Lenovo,T500",,4.4,"2,301","October 29, 2008",Lenovo,2056-af8,T500,Black,2.26 GHz,Intel,2,15.4 inches,,,,Windows 7;,,,,intel,8 GB DDR3 SDRAM,,80 GB mechanical_hard_drive,,,,,10 x 14.1 x 1.3 inches,8.5 pounds
B001JPJX7Q,"Dell XPS M1730 17-Inch Laptop (Sapphire Blue),Dell Computers,Dell XPS m1730",,4.0,"15,241","October 30, 2008",Dell,XPS M1730,Dell XPS m1730,Sapphire Blue,2.6 GHz Intel Core 2 Duo,Intel,2,17 inches,1920 x 1200,,PC,Windows Vista,geforce gt 9800m,dedicated,,nvidia,4 GB SDRAM DDR2,DDR2 SDRAM,220 GB,,,,,18 x 3 x 10 inches,16 pounds
B001JTA59C,"HP Mini 1000 Notebook (Intel Atom Processor N270 1.60GHz, 10.2"" LED Brightview Infinity Display, 1GB DDR2 RAM, 60GB PATA Hard Drive, Windows XP Home),hp,Mini",,3.2,"8,643","October 31, 2008",HP,Mini,Mini,Black,1.6 GHz Atom N270,Intel,,10.2 inches,,1024 x 60 pixels,PC,Windows XP;,Intel GMA 950,,,Intel,1 GB DDR2,SDRAM,60 GB,Ethernet 100Base-T,,,,6.6 x 10.3 x 1 inches,3.1 pounds
B001KUASU6,"ThinkPad X200s Notebook,Lenovo,7469-5GU",,4.5,"4,028","October 13, 2008",Lenovo,,7469-5GU,,1.86 GHz Intel Core 2 Duo,Intel,1,12.1 inches,,,PC,windows_vista,integrated_graphics,integrated,,intel,4 GB ddr,DIMM,160 GB,,,,,8.3 x 11.6 x 1.1 inches,5.2 pounds
B001L7CNHO,"HP Pavilion HDX 16t Premium Notebook,hp",,4.5,"23,382","November 14, 2008",HP,HP HDX16T-1200,,,2 GHz Intel Core 2 Duo,Intel,1,16 inches,,,PC,Windows Vista Home Premium,nvidia_geforce_9,dedicated,,nvidia,4 GB ddr2_sdram,DDR2 SDRAM,500 GB mechanical_hard_drive,,5400 RPM,,,,
B001N7A93M,"Dell Latitude D610 Notebook PC (Intel Pentium M 1.86GHz, Windows XP Professional, 512MB DDR2, 40GB HDD, DVD/CDRW Combo),Dell Computers,D610",,3.3,"2,935","April 2, 2004",Dell,Latitude,D610,,1.73 GHz Intel Pentium M,Intel,,14.1 inches,1400 X 1050,1400 X 1050,Notebook,Microsoft Windows XP Professional,ATI Mobility Radeon X300,Graphics Media Accelerator 900,128 MB,Intel,1 GB DDR2,DDR2 SDRAM,40 GB mechanical_hard_drive,IDE,5400 RPM,,,19.8 x 13.1 x 6.4 inches,6.5 pounds
B001NPDKUS,"HP Pavilion DV7-1240US 17.0-Inch Laptop,hp,DV7-1240US",,3.1,"7,793","January 4, 2009",HP,DV7-1240US,DV7-1240US,,2.1 GHz AMD Turion 64 X2,AMD,2,15.6 inches,1440 x 900,1440 x 900 pixels,PC,Windows VISTA;,ATI Radeon HD 3200,integrated,1918 MB,ATI,4 GB DDR2,DDR2 SDRAM,320 GB,Serial ATA,5400 RPM,lithium_ion,,15.6 x 11.2 x 1.3 inches,10.6 pounds
B001NPDKV2,"Compaq Presario CQ60-220US 15.6-Inch Laptop,hp,CQ60-220US",,3.2,"9,802","January 4, 2009",Compaq,CQ60-220US,CQ60-220US,,2.16 GHz Pentium,Intel,1,15.6 inches,,,PC,Windows VISTA;,Intel GMA 4500M,integrated,,intel,2 GB dimm,SDRAM,250 GB,ATA100,,,,14.9 x 9.9 x 1.7 inches,3 pounds
B001NPZDH6,"Dell Latitude D610 Pentium M 1.6GHz 1GB 40GB CDRW/DVD 14.1"" XP Professional,Dell Computers",,4.0,"12,300","December 12, 2008",Dell,Dell Latitude D610,,,1.6 GHz Pentium,Intel,,14.1 inches,,,,Windows XP;,Intel Graphics Media Accelerator 900,integrated,,intel,1 GB,,80 GB,,,,,13 x 13 x 3 inches,
B001ODOZDU,"Apple Macbook A1181 Macbook4,1 MB402LL/A, 2.1GHz Intel Core 2 Duo T8100, 120GB Hard Drive, 1GB RAM Memory (Early 2008),Apple,MB402LL/A",,3.7,"8,008","December 24, 2008",Apple,Macbook,MB402LL/A,white,2.1 GHz Core 2 Duo,Intel,1,13.3 inches,1280 x 800,1280 x 800 pixels,Mac,Apple Mac OS X v10.5 Leopard,GMA,Graphics Media AcceleratorX3100,,Intel,1 GB DDR2,,120 GB SATA,,5400 RPM,lithium_polymer,4.5 hours,15.8 x 15.6 x 3.6 inches,7 pounds
B001ODX266,"Apple MacBook MB467LL/A 13.3"" Laptop (2.4 GHz Core 2 Duo, 2 GB RAM, 250 GB HDD, SuperDrive),Apple Computer",,2.4,"1,870",,,,,,,,,,,,,,,,,,,,,,,,,,
B001OVIF8S,"Apple ibook A1054 G4 1.07Ghz 768MB 40GB DVD/CDRW WiFi Firewire,Apple Computer,iBook A1024",,3.3,"7,450","January 2, 2009",Apple,A1054,iBook A1024,White,,,1,12.1 inches,,,PC,AOS XV10.3,radeon hd 9200,dedicated,,amd,768 MB,PC 2100 DDR Memory,40 GB,ATA,,,,11.2 x 9.1 x 1.4 inches,5.9 pounds
B001P05NJC,"Apple MacBook MC240LL/A 13.3-Inch Laptop,Apple Computer,MC240LL/A",,3.8,823,"May 27, 2009",Apple,MacBook,MC240LL/A,white,2.13 GHz Intel Core 2 Duo,Intel,2,13.3 inches,1280 x 800,1280 x 800 pixels,Mac,Apple Mac OS X 10.5 Leopard,NVIDIA GeForce 9400M,integrated,256 MB,NVIDIA,2 GB DDR2,DDR2 SDRAM,160 GB SATA,Serial ATA,5400 RPM,lithium_polymer,,16.7 x 13 x 5.5 inches,5 pounds
B001P05NKG,"Apple MacBook Pro MB990LL/A 13.3-Inch Laptop,Apple Computer,MB990LL/A",,3.9,168,"June 8, 2009",Apple,Macbook Pro,MB990LL/A,Silver,2.26 GHz Intel Core i5,Intel,2,13 inches,1280 x 800 pixels,1280 x 800 pixels,Mac,Apple Mac OS X 10.6,NVIDIA GeForce 9400M,dedicated,,NVIDIA,2 GB DDR3,DDR3 SDRAM,160 GB mechanical_hard_drive,Serial ATA,5400 RPM,lithium_polymer,7 hours,8.9 x 12.8 x 0.9 inches,4.5 pounds
B001P9CZ9O,"Dell Latitude D830 Core 2 Duo 16-Inch laptop, (2.2Ghz processor, 2GB RAM, 120GB Hard Drive, windows os),Dell Computers,Latitude",,4.1,226,"October 9, 2008",Dell,Latitude,Latitude,GREY,2.2 GHz Core 2 Duo T7100,Intel,2,15.4 inches,1280x800,1280X800,PC,Windows XP Professional,Intel GMA X3100,,,Intel,2 GB DDR2,DDR2 SDRAM,80 GB,,,battery_type_lithium_ion,,10.3 x 14.2 x 1.4 inches,6 pounds
B001PII4HW,"Sony VAIO VGN-P530H/Q Lifestyle PC - Black,Sony,VGN-P530H/Q",,3.3,"11,582","March 1, 2007",Sony,P Series,VGN-P530H/Q,Black,1.33 GHz Intel Atom Z520,Intel Atom,1,8 inches,1600 x 768,1600 x 768 pixels,PC,Windows VISTA;,Intel Graphics Media Accelerator 500,integrated,760 MB,Intel,2 GB DDR2,DDR2 SDRAM,60 GB flash_memory_solid_state,Serial ATA,,VGP-BPS1/B,2 hours,4.8 x 9.7 x 0.8 inches,1.5 pounds
B001PKMJ4Y,"Dell Latitude D410 Pentium-M 1.8GHz 512MB RAM 40GB HDD,Dell Computers,123881,56222",,,"26,277","September 27, 2016",Dell,,123881,,1.8 GHz Intel Pentium M,Intel,1,,,,PC,Windows XP Professional Edition,Intel GMA 900,,,,512 MB,DDR DRAM,40 GB mechanical_hard_drive,ATA,,,,,1.4 pounds
B001Q9C0AW,"ASUS EEEPC900-BK090X 8.9-Inch Netbook,Asus,EEEPC900-BK090X",,4.0,"17,171","January 27, 2009",Asus,Eee PC,EEEPC900-BK090X,,0.9 GHz Celeron M 353,Intel,,8.9 inches,,,PC,Windows XP Home,Intel GMA 900,,,Intel,1 GB DDR2,DDR2 SDRAM,16 GB,,,,3 hours,11.5 x 9 x 2.3 inches,2.5 pounds
B001QCWQNK,"Apple MacBook MB881LL/A 13.3-Inch Laptop (OLD VERSION),Apple Computer,MB881LL/A",,3.9,"1,693","January 26, 2008",Apple,MacBook,MB881LL/A,white,2 GHz Intel Core 2 Duo,Intel,1,13 inches,1280 x 800,1280 x 800 pixels,Mac,Apple Mac OS X 10.5,NVIDIA GeForce 9400M,dedicated,,NVIDIA,2 GB DDR2,DDR2 SDRAM,120 GB SATA,Serial ATA,5400 RPM,lithium_polymer,4.5 hours,8.9 x 12.8 x 0.9 inches,5 pounds
B001QGGL3W,"IBM Thinkpad T42 Laptop,IBM Lenovo,Thinkpad",,3.2,"4,138",,,,,,,,,,,,,,,,,,,,,,,,,,
B001QGKEDU,"Dell Latitude D510 Laptop 1.73ghz Processor, 1gb Ram, 40gb Hard Drive,Dell Computers",,3.4,"6,079","February 25, 2010",Dell,Dell Latitude D510,,charcoal,1.6 GHz Pentium,Intel,,14 inches,,1024 x 768,PC,Windows Xp,Intel Graphics Media Accelerator 900,,,,1 GB,DDR2 SDRAM,40 GB,,,,,18 x 12 x 6 inches,5.2 pounds
B001QJUWA2,"HP Touchsmart TX2 12.1-Inch Notebook,Hewlett-Packard,TX2-1020US",,3.0,"11,727","January 23, 2009",HP,TouchSmart,TX2-1020US,darkgray,2.2 GHz AMD Turion 64 X2,AMD,1,12.1 inches,1280 x 800,1280 x 800 pixels,PC,Microsoft Windows Vista Home Premium,Radeon HD,Radeon HD 3200 Graphics,1982 MB,ATI,4 GB DDR2,,320 GB,,5400 RPM,lithium_ion,,13.4 x 8.7 x 2.4 inches,4.3 pounds
B001QVDPN6,"DELL LATITUDE D820 C2D 2160 2048MB, 80GB, DVD+-R/CDRW, WiFi, XPH, 15.4"",Dell Computers,D820,593960",,3.8,380,"January 27, 2009",Dell,Latitude,D820,,1.83 GHz Intel Core Duo,Intel,1,15.4 inches,1680 x 1050,1680 x 1050 pixels,PC,Microsoft Windows XP Home,Quadro NVS 110M,Quadro NVS 120,512 MB,NVIDIA,2 GB SDRAM DDR2,SDRAM,160 GB,Serial ATA,7200 RPM,,,14.2 x 10.3 x 1.4 inches,6 pounds
B001R4L0Y8,"HP 2140 Mini-Note - Atom N270 / 1.6 GHz - RAM 2 GB - HDD 160 GB - GMA 950 - Gigabit Ethernet - WLAN : Bluetooth 2.0 EDR, 802.11 a/b/g/n,Hewlett Packard,KS146UT#ABA",,4.2,"3,294","December 19, 2005",HP,HP 2140 Mini Note,KS146UT#ABA,,1.6 Intel Atom,Intel,1,10.1 inches,,,PC,Vista Business,,,,,2 GB,,160 GB mechanical_hard_drive,,,,,5.4 x 3.4 x 2.2 inches,5.2 pounds
B001TGRB8S,"ASUS G50Vt-B1 15.4-Inch Laptop,Asus,G50Vt-B1",,4.2,"7,965","December 24, 2008",Asus,G50V,G50Vt-B1,"Black, Orange",2.66 GHz Intel Core 2 Duo,Intel,2,15.4 inches,1680 x 1050,,,Windows VISTA;,NVIDIA GeForce,,512 MB,NVIDIA,4 GB DDR2-SDRAM,DDR2 SDRAM,512 MB mechanical_hard_drive,,7200 RPM,,,14.6 x 10.3 x 1.3 inches,16.9 pounds
B001TNW2R6,"Dell Inspiron 700m,Dell Computers,700m",,4.8,"8,043","February 21, 2009",Dell,Dell Inspiron 710M,700m,Silver with white aluminum accents,1.6 Pentium,Intel,1,12.1 inches,WSXGA,,"PC, Pentium M Celeron Processor",Windows XP;,Intel Extreme Graphics 2,64MB Intel Extreme Graphics,,,1.25 GB,DDR SDRAM,"80 GB 80 GB, 5.4k, small form factor IBM",Ultra ATA,,,5 hours,12.5 x 8.5 x 1 inches,3 pounds
B001TOUVV4,"HP Pavilion dv7-1129wm Entertainment - Turion X2 RM-72 / 2.1 GHz - RAM 4 GB - HDD 250 GB - DVD?RW (?R DL) / DVD-RAM - Mobility Radeon HD 3200 - WLAN : 802.11b/g - Vista Home Premium 64-bit - 17"" Widescreen TFT 1440 x 900 (WXGA+) BrightView - Webcam,hp,DV7-1129WM",,2.4,"9,922","February 23, 2009",HP,HP Pavilion DV7-1129WM,DV7-1129WM,,2.1 GHz AMD Turion 64,Intel,2,17 inches,,,PC,Windows Vista Home Permium 64-bit,radeon_hd_3,dedicated,,amd,4000 MB DDR2 SDRAM,DDR2 SDRAM,250 GB mechanical_hard_drive,Serial ATA,5400 RPM,,,,
B001U5617K,"Dell D620 Laptop Duo Core with Windows XP,Dell Computers,Latitude D620",,3.8,286,,,,,,,,,,,,,,,,,,,,,,,,,,
B001VFNAPU,"ThinkPad T400 2767 Intel Core 2 Duo P8600 2.4GHz 802.11a/b/g/draft-n Wireless 14.1"" WXGA 2GB DDR3 SDRAM 160GB,Lenovo,276731U",,3.7,"7,023",,,,,,,,,,,,,,,,,,,,,,,,,,
