Title,Rating,Editor Rating,MSRP,Type,Processor Name,Processor Speed,Operating System,RAM,Graphics Card,Storage Capacity (as Tested),Storage Type,Screen Size,Resolution,Screen Type,Weight,Battery Rundown,PCMark7,PCMark 8 - Work Conventional,"3-D BENCHMARK TESTS - 3DMark06 - 1,024 x 768 - Default",3-D BENCHMARK TESTS - 3DMark06 - Native – 0X/4X,3DMark 11 Entry - 3D Benchmark Tests,3DMark 11 Extreme - 3D Benchmark Tests,3DMark - Cloud Gate,3DMark - Fire Strike Extreme,"Lost Planet 2 (DX9) - Middle quality - 1,024 x 768- AA/AF=Off/Off",Lost Planet 2 (DX9) - High quality - Native - AA/AF= 0X/4X,"Crysis - Medium quality - 1,024 x 768 - AA/AF=Off/Off",Crysis - High quality - Native - AA/AF= 0X/4X,"Heaven - Mid quality - 1,366 x 768 - AA/AF=Off/Off",Heaven - Max quality - Native - AA/AF=4X/4X:,Heaven 4.0 - Medium Quality - 1366 x 768 - Off,Heaven 4.0 - Ultra Quality - Native - 4X,"Aliens vs. Predator - Mid quality - 1,366 x 768 - AA/AF=Off/Off",Aliens vs. Predator - Max quality - Native - AA/AF=4X/4X,Valley 1.0 - Medium Quality - 1366 x 768 - Off,Valley 1.0 - Ultra Quality - Native 4X,Handbrake Multimedia Tests,Handbrake 0.9.9,CineBench 11.5 Multimedia Tests,CineBench R15,MULTIMEDIA TESTS - PhotoShop CS5,Photoshop CS6 Multimedia Tests,MobileMark 2007- Performance score,MobileMark 2007 – Standard Battery Productivity Load (hrs:min)
Toshiba Satellite M45-S165,3.00,good,1049.00," General Purpose, Media, Value", Intel Celeron M 370, 1.5 GHz, MS Windows XP Home, 512 MB, AMD Mobility Radeon XPRESS 200M, 80 GB,, 15.4 inches,, Widescreen, 5.8 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple iBook,4.00,excellent,1799.00,,,, Mac OS X, 128 MB,,,, 12.1 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo H330-77801HU,3.50,good,1118.00," Mainstream, Multimedia, Digital Entertainment System", Intel Core i5-2500, 3.3 GHz, Microsoft Windows 7 Home Premium, 8 GB, AMD Radeon HD 6450, 3.3 GB,, 23.6 inches, 1920 x 1080,,,, 2606,,,, 906, 147,,,,,,,,,,,,,,, 1:12 min:sec,, 4.05,, 3:21 min:sec,,,
Falcon Northwest Mach V (GTX 280 SLI),3.00,good,9370.00," Gaming, Value", Intel Core 2 Extreme QX9770, 4 GHz, Microsoft Windows Vista Ultimate, 4 GB, Nvidia GeForce GTX 280 SLI, 1600 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharp Actius RD3D,4.00,excellent,3299.00,,, 2.8 GHz, MS Windows XP Professional, 512 MB, Nvidia GeForce4 440 Go, 60 GB,, 15 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkPad Yoga,3.50,good,999.99," Business, Ultrabook", Intel Core i5-4200U, 1.6 GHz, Windows 8.1 Pro, 4 GB, Intel HD Graphics 4400, 128 GB, SSD, 12.5 inches, 1920 x 1080, Widescreen, 3.4 lb, 7:01 hrs:min, 2943,,,, 1290, 208,,,,,,, 11.3,,,, N/A, N/A,,, 1:26 min:sec,, 2.46 min:sec,,, 14:00 min:sec,,
Toshiba Satellite R945-P440,3.50,good,729.99, General Purpose, Intel Core i5-3210M, 2.5 GHz, Microsoft Windows 7 Home Premium, 6 GB, Intel HD Graphics 4000, 750 GB,, 14 inches, 1366 x 768, Widescreen, 4.4 lb,,,, 6360, 3415,,,,,,, 26,,,,,,,,,, 1:40 min:sec,, 2.87,, 3:50 min:sec,, 312, 9:07
Velocity Micro ProMagix HD180 Max,4.00,excellent,6995.00," Workstation, Small Business", Intel Core i7-3930K, 3.2 GHz, Microsoft Windows 7 Professional, 32 GB, Nvidia Quadro 4000, 2240 GB,,,,,,, 5474,,,, 4071, 709,,,,,,,,,,,,,,, 1:06 min:sec,, 11.06,, 2:49 min:sec,,,
Fujitsu Stylistic ST4000 Tablet PC,4.00,excellent,2200.00,,,,, 256 MB,, 40 GB,, 10.4 inches,,, 3.2 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DirAction NL3 Classmate PC,3.50,good,499.00, Netbook, Intel Atom N2600, 1.66 GHz," Microsoft Windows 7 Home Premium, Microsoft Windows 7 Home Premium", 2 GB, Intel GMA 3600, 250 GB,, 10.1 inches, 1024 x 600, Standard, 3.7 lb,,,, 438,,,,,,,,,,,,,,,,,, 8:57 min:sec,, 0.51,,,, 58, 8:18
Toshiba Satellite Pro 6100,3.00,good,2599.00,,, 1.7 GHz,, 256 MB,, 38 GB,, 15 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Latitude E4300,4.00,excellent,2789.00," Ultraportable, Business, Small Business", Intel Core 2 Duo SP9400, 2.4 GHz, Microsoft Windows Vista Business, 2 GB, Intel GMA 4500MHD, 128 GB,, 13.3 inches,, Widescreen, 3.9 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4:53
Asus U56E-BBL5,4.00,excellent,649.00," General Purpose, Media, Value", Intel Core i5-2410M, 2.3 GHz, Microsoft Windows 7 Home Premium, 6 GB, Intel GMA HD, 640 GB,, 15.6 inches, 1366 x 768, Widescreen, 5.5 lb,, 1920,, 4840, 4032,,,,, 22.6,, 12.96,,,,,,,,,, 1:55 min:sec,, 2.6,, 4:13 min:sec,,, 7:34
Gateway ZX4270-UB31,4.00,excellent,479.99, All-in-one, AMD A4-5000, 1.5 GHz, Microsoft Windows 8, 4 GB, AMD Radeon HD 8300, 500 GB, HDD, 19.5 inches, 1600 x 900,,,, 1484,,,, 958, 115,,,,,,, 10,,,, N/A, 5,,, 2:29 min:sec,, 1.5 min:sec,,, 14:45 min:sec,,
Velocity Micro Vector Campus Edition (2010),3.00,good,999.00, Mainstream, Intel Core i5-750, 3.34 GHz, Microsoft Windows 7 Home Premium, 4 GB, Nvidia GeForce GT 240M, 1000 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Z230 SFF Workstation,4.50,excellent,2045.00, Workstation, Intel Xeon E3-1245v3, 3.4 GHz, Microsoft Windows 7 Professional, 16 GB, Nvidia Quadro K600, 1128 GB," HDD, SSD", N/A inches,,,,, 5282,,,, 2246, 402,,,,,,, 18,,,, 23, 8,,, 0:30 min:sec,, 7.89 min:sec,,, 3:05 min:sec,,
Vigor Force Recon QXN,3.50,good,7499.00, Gaming, Intel Core 2 Extreme QX9770, 3.4 GHz, Microsoft Windows Vista Ultimate, 4 GB, Nvidia GeForce GTX 280 Triple SLI, 2600 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alienware Steam Machine,3.00,good,749.00, Gaming,,, Linux, 8 GB, Nvidia GeForce GTX 860M, 1 TB, HDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkPad X230,4.00,excellent,1164.00," Ultraportable, Business", Intel Core i5-3320M, 2.6 GHz, Microsoft Windows 7 Professional, 4 GB, Intel HD Graphics 4000, 320 GB,, 12.5 inches, 1366 x 768, Widescreen, 3.39 lb,,,, 5118, 2791,,,,, 18.2, 8.4,,,,,,,,,,, 1:35 min:sec,, 3.09,, 3:37 min:sec,,, 7:45
Lenovo Yoga Tablet 8,3.50,good,269.00,,, 1.2 GHz, Google Android 4.2.2, 1 GB,, 16 GB, SSD, 8 inches,, IPS LCD, 14.1 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xi 2200+ MTower Premiere,2.00,fair,2479.00,,,,, 512 MB,, 120 GB,, 18 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leader Impression I7A,2.50,fair,179.00,,, 1 GHz, Google Android 3.0 or higher,,, 4 GB,, 7 inches,,, 9.44 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 14R-1440PBL,3.00,good,650.00," General Purpose, Media, Value", Intel Pentium Dual-Core P6100, 2 GHz, Microsoft Windows 7 Home Premium, 4 GB, Intel GMA HD, 500 GB,, 14.1 inches, 1366 x 768, Widescreen, 4.9 lb,,,, 1841, 1567,,,,,,,,,,,,,,,,, 3:42 min:sec,, 1.33,, 6:55 min:sec,, 200, 3:16
Overdrive Core2.X-Fire,4.00,excellent,4730.00," Gaming, Multimedia, Business", Intel Core 2 Extreme X6800, 3.76 GHz, MS Windows XP Professional, 2 GB, AMD Radeon X1900 CrossFire, 900 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron i620-228NBK,4.00,excellent,479.99, Value, Intel Core i3-2100, 3.1 GHz, Microsoft Windows 7 Home Premium, 4 GB, Intel HD Graphics 2000, 1000 GB,,,,,,, 2295,,,,,,,,,,,,,,,,,,,, 1:42 min:sec,, 2.99,, 3:55 min:sec,,,
Acer Aspire AX3400-U2012,3.50,good,449.49," Mainstream, Value", AMD Athlon II X3 435, 2.9 GHz, Microsoft Windows 7 Home Premium, 4 GB, Nvidia GeForce 9200, 500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,, 2:39 min:sec,, 2.43,, 6:11 min:sec,,,
Samsung Series 5 Ultra (NP530U4B-A01US),3.50,good,900.00," General Purpose, Ultraportable, Business, Small Business, Ultrabook", Intel Core i5-2467M, 1.6 GHz, Microsoft Windows 7 Home Premium, 4 GB, Intel HD Graphics 3000, 500 GB,, 14 inches, 1366 x 768, Widescreen, 3.9 lb,, 2877,, 3578, 1886,,,,, 13.3, 5, 14.8,,,,,,,,,, 2:38 min:sec,, 1.93,, 5:39 min:sec,, 188, 5:47
Toshiba Tecra 9100,3.00,good,2889.00,,,,,,,,,,,, 5.6 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 15z (I15Z-4801SLV),4.00,excellent,830.00," General Purpose, Ultraportable, Ultrabook", Intel Core i7-3537U, 2.0 GHz, Microsoft Windows 8, 8 GB, Intel HD Graphics 4000, 500 + 32 GB," HDD, SSD", 15.6 inches, 1366 x 768, Widescreen, 5.23 lb, 4:49 hrs:min, 4513,,,, 1303, 239,,,,,,, 12,,,, 14, 7,,, 1:14 min:sec,, 2.89,,, 4:42 min:sec,,
HP Pavilion Elite HPE-210f,3.50,good,949.99," Mainstream, Multimedia", AMD Phenom II X4 945, 3 GHz, Microsoft Windows 7 Home Premium, 8 GB,, 1000 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velocity Micro NoteMagix M57 Ultra,4.00,excellent,3420.00," Gaming, Media", Intel Pentium M 780, 2.26 GHz, MS Windows XP Professional, 2 GB, Nvidia GeForce Go 7800GTX, 100 GB,, 17 inches,, Widescreen, 9.3 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Revo RL100-UR20P,4.00,excellent,569.99," Digital Entertainment System, Nettop", AMD Athlon II Neo K325, 1.3 GHz, Microsoft Windows 7 Home Premium, 4 GB, Nvidia ION, 750 GB,,,,,,, 994,,,,,,,,,,,,,,,,,,,, 5:43 min:sec,, 0.69,, 13:19 min:sec,,,
HP G71-340us ,3.00,good,749.98," General Purpose, Media", Intel Core 2 Duo T6600, 2.2 GHz, Microsoft Windows 7 Home Premium, 4 GB, Intel GMA 4500MHD, 320 GB,, 17.3 inches,, Widescreen, 6.72 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkCentre M83 Tiny,4.00,excellent,749.00," Business, Small Business", Intel Core i5-4590T, 2.0 GHz,, 8 GB, Intel HD Graphics 4600, 500 GB, HDD,,,,,,,,,,,, 5240, 274,,,,,,, 15, 7,,, 17, 7,, 1:45 min:sec,, 385,, 4:52 min:sec,,
HP Pavilion dm4-1253cl,3.50,good,800.00," General Purpose, Media", Intel Core i5-460M, 2.53 GHz, Microsoft Windows 7 Premium Edition, 6 GB, Intel GMA HD, 500 GB,, 14.1 inches, 1366 x 768, Widescreen, 4.4 lb,,,, 2043, 1823,,,,,,, 10.2,,,,,,,,,, 2:48 min:sec,, 2.21,, 5:26 min:sec,,, 6:28
HP Compaq Presario 6300us,3.00,good,450.00,,,,,, Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Latitude 6430u (HD+),4.00,excellent,1799.00," Business, Ultrabook", Intel Core i7-3687U, 2.1 GHz, Microsoft Windows 7 Professional, 8 GB, Intel HD Graphics 4000, 128 GB, SSD, 14 inches, 1600 x 900, Widescreen, 3.91 lbs, 5:10 hrs:min, 4498,,,, 1326, 241,,,,,,, 15,,,,, 6,,, 1:09 min:sec,, 3.12 min:sec,,, 4:18 min:sec,,
Falcon Northwest FragBook TL,4.00,excellent,4128.00," Gaming, Media",, 2 GHz, MS Windows XP Professional, 1 GB, AMD Mobility Radeon 9700, 60 GB,, 15 inches,, Widescreen, 6.4 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Compaq dx2200 Business Desktop PC,4.00,excellent,709.00," Business, Value", Intel Pentium 4 524, 3.06 GHz, MS Windows XP Professional, 512 MB, AMD Radeon XPRESS 200, 80 GB,, 17 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Iconia A1-830,3.00,good,179.99,,, 1.6 GHz, Google Android 4.2.2, 1 GB,, 16 GB, SSD, 7.9 inches,, IPS LCD, 13.28 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI GT70 One-609US Dragon Edition,4.00,excellent,2799.99,, Intel Core i7-3630QM, 2.4 GHz, Microsoft Windows 8, 16 GB, Nvidia GeForce GTX 680M, 1006 GB," HDD, SSD", 17.3 inches, 1920 x 1080, Widescreen, 8.29 lb, 4:12 hrs:min, 5182,,,, 8791,,,,,,,, 123.2,,,, 104.9, 35.1,,, 0:36 min:sec,, 6.41,,, 3:32 min:sec,,
HP Compaq Presario S4000T,4.00,excellent,1187.00,,,,, 512 MB,, 80 GB,, 17 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple PowerBook G4 (15-Inch),4.00,excellent,2499.00," Gaming, General Purpose, Media", PowerPC G4, 1.5 GHz, Mac OS X, 512 MB, AMD Mobility Radeon 9700, 80 GB,, 15.2 inches,, Widescreen, 5.7 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo C540,3.50,good,499.00, All-in-one, Intel Pentium G2020, 2.9 GHz, Microsoft Windows 8, 4 GB, Intel HD Graphics 2500, 1000 GB, HDD, 23 inches, 1920 x 1080,,,,,,,,,,,,,,,, 7,,,, 64, 5,,, 1:33 min:sec,, 2.27 min:sec,,, 5:51 min:sec,,
Panasonic Toughpad 4K Performance (UT-MA6),3.00,good,6999.00, Tablet, Intel Core i7-3687U, 2.1 GHz," Microsoft Windows 7 Professional, Microsoft Windows 7 Professional"," 16 GB, 16 GB"," Nvidia Quadro K1000M, Nvidia Quadro K1000M", 256 GB, SSD, 20 inches, 3840 x 2560, IPS LCD, 5.6 lb, 2:04 hrs:min,, 2413,,,,, 4580, 374,,,,,,, 2, 1,,, 2, 1,, 3:02 min:sec,, 263,, 4:05 min:sec,,
E-Fun Nextbook Flexx 9,3.00,good,139.00,,,, Microsoft Windows 10, 1 GB, Intel HD Graphics, 32 GB, SSD, 8.9 inches,, IPS LCD, 31 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer TravelMate 8210-6038,3.50,good,2999.00," Media, Business, Small Business", Intel Core 2 Duo T7400, 2.16 GHz, MS Windows XP Professional, 2 GB, AMD Mobility Radeon X1600, 160 GB,, 15.4 inches,, Widescreen, 6.9 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Dell Latitude L400 Lightens Your Load,4.00,excellent,2140.00,,,,, 128 MB,,,,,,, 3.5 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS EeePC 4G,4.00,excellent,400.00," General Purpose, Ultraportable, Value, Netbook",, 900 MHz," Xandros Linux, Xandros Linux", 512 MB, Intel GMA 900 GM, 4 GB,, 7 inches,, Widescreen, 2 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ViewSonic ViewPad 1000,,,2000.00,,,,, 128 MB,, 10 GB,, 10.4 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy Tab 8.9 (AT&T),,,479.99,,, 1.5 GHz, Google Android 3.0 or higher,,, 16 GB,, 8.9 inches,,, 15.7 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 23 (2350),4.00,excellent,1399.99," All-in-one, Touchscreen All-In-One", Intel Core i7-4700MQ, 2.4 GHz, Microsoft Windows 8, 12 GB, AMD Radeon HD 8890A, 1000 GB," HDD, SSD", 23 inches, 1920 x 1080,,,, 5398,,,, 3149, 495,,,,,,, 23,,,, 27, 9,,, 0:35 min:sec,, 6.78,,, 3:28 min:sec,,
Acer Aspire AX1700-U3793A ,,,599.99," Mainstream, Value",, 2.66 GHz, Microsoft Windows Vista Home Premium, 4 GB, Nvidia GeForce G100, 750 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InFocus Q Tablet (INP-120Q32-PR),3.00,good,449.00,,, 1.33 GHz, Microsoft Windows 10, 2 GB, Intel HD Graphics, 32 GB, Flash storage, 10.1 inches,, IPS LCD, 1.43 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Compaq 6910p,4.00,excellent,1849.00," Business, Small Business", Intel Core 2 Duo T7300, 2 GHz, Microsoft Windows Vista Business, 2 GB, Intel GMA X3100, 120 GB,, 14.1 inches,, Widescreen, 5.1 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcon Northwest Talon (Core i7-875K),4.50,excellent,2499.00, Gaming, Intel Core i7-875K, 4.28 GHz, Microsoft Windows 7 Home Premium, 8 GB, Nvidia GeForce GTX 480, 1000 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaTab A1000,2.50,fair,159.99,,, 1.2 GHz, Google Android 4.2.1, 1 GB, IMG PowerVR SGX531, 16 GB, SSD, 7 inches,, TFT LCD, 12.32 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire R 13 (R7-371T-72TC),4.00,excellent,1499.99," General Purpose, Tablet, Ultrabook", Intel Core i7-4510U, 2.0 GHz, Windows 8.1, 8 GB, Intel HD Graphics 4400, 512 GB, SSD, 13.3 inches, 2560 x 1440, Widescreen, 3.21 lb, 6:45,, 2676,,,,, 4334, 259,,,,,,, 12, 2,,, 13, 2,, 3:07 min:sec,, 246,, 4:19 min:sec,,
Apple iBook G4 12-inch (1.33 GHz) ,3.50,good,999.00," General Purpose, Media, Value", PowerPC G4, 1.33 GHz, Mac OS X, 512 MB,, 40 GB,, 12 inches,, Standard, 4.9 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad Yoga 13,4.00,excellent,999.00," Ultraportable, Tablet, Consumer Ultra-Low Voltage", Intel Core i5-3317U, 1.7 GHz, Microsoft Windows 8, 4 GB, Intel HD Graphics 4000, 128 GB,, 13.3 inches, 1600 x 900, Widescreen, 3.4 lb,, 4417,,,, 1056,,,,,,,, 11.2,,,, 10.6, 7.6,,, 1:34 min:sec,, 2.33,,, 6:35 min:sec,,
Dell Vostro V131,4.00,excellent,999.00," Ultraportable, Business, Small Business", Intel Core i5-2410M, 2.3 GHz, Microsoft Windows 7 Professional, 4 GB, Intel HD Graphics 3000, 500 GB,, 13.3 inches, 1366 x 768, Widescreen, 4 lb,,,, 3991, 3405,,,,, 10.3, 5.7, 20.1,,,,,,,,,, 1:54 min:sec,, 2.56,, 4:21 min:sec,,, 8:47
Asus EeePC 1001P,3.50,good,300.00," General Purpose, Ultraportable, Value, Netbook", Intel Atom N450, 1.66 GHz," Microsoft Windows 7 Starter Edition, Microsoft Windows 7 Starter Edition", 1 GB, Intel GMA 3150, 160 GB,, 10.1 inches,, Widescreen, 2.8 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7:45
CyberPower Zeus Mini,4.00,excellent,1825.00, Gaming, Intel Core i7-4770K, 3.5 GHz, Windows 8.1, 16 GB, Nvidia GeForce GTX 780, 2120 GB," HDD, SSD", N/A inches,,,,, 6710,,,, 15614, 4672,,,,,,, 181,,,, 237, 84,,, 0:28 min:sec,, 8.59 min:sec,,, 2:48 min:sec,,
HP Pavilion p6727c-b,4.00,excellent,749.99," Mainstream, Multimedia", AMD Athlon II X4 640, 3 GHz, Microsoft Windows 7 Home Premium, 4 GB, AMD Radeon HD 4200, 750 GB,, 23 inches, 1920 x 1080,,,,,,,,,,,,,,,,,,,,,,,, 2:32 min:sec,, 3.32,, 5:51 min:sec,,,
Lenovo ThinkPad T60p,4.50,excellent,4048.00," Business, Small Business", Intel Core 2 Duo T7600, 2.33 GHz, Microsoft Windows Vista Business, 4 GB, AMD Mobility FireGL V5250, 100 GB,, 14.1 inches,, Standard, 5.6 lb,,,,, 1402,,,,,,,,,,,,,,,,,,,,,,,,
HP Pavilion p7-1120,3.50,good,619.99," Mainstream, Value", Intel Core i3-2130, 3.4 GHz, Microsoft Windows 7 Home Premium, 8 GB, Intel HD Graphics 2000, 1500 GB,,,,,,, 2545,,,,,,,,,,,,,,,,,,,, 1:30 min:sec,, 3.24,, 3:27 min:sec,,,
HP Mini 1000 Mi,3.50,good,425.00," Gaming, Ultraportable, Value, Netbook", Intel Atom N270, 1.6 GHz," HP Mobile Internet (Linux), HP Mobile Internet (Linux)", 1 GB, Intel GMA 950, 60 GB,, 10.1 inches,, Widescreen, 2.5 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangent Medallion 4000D,3.00,good,2445.00,,,,, 256 MB, Nvidia GeForce3, 80 GB,, 17 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Spectre One 23-e010se,4.00,excellent,1609.99, All-in-one, Intel Core i7-3770T, 2.5 GHz, Microsoft Windows 8, 10 GB, Nvidia GeForce GT 610M, 1000 GB, HDD, 23 inches, 1920 x 1080,,,, 2731,,,, 1155, 216,,,,,,, 10,,,, 13, 5,,, 6.18 min:sec,, 0:36 min:sec,,, 3:33 min:sec,,
Alienware M17,4.00,excellent,2059.00," Gaming, Media", Intel Core 2 Duo P8400, 2.26 GHz, Microsoft Windows Vista Home Premium, 3 GB, AMD Mobility Radeon HD 3870 CrossFireX, 160 GB,, 17 inches,, Widescreen, 9.4 lb,,,,, 9883,,,,,,,,,,,,,,,,,,,,,,, 199, 1:58
Acer Aspire E3-111-C1BW,3.50,good,329.99, Value, Intel Celeron N2930, 1.83 GHz, Windows 8.1, 4 GB, Intel HD Graphics, 500 GB, HDD, 11.6 inches, 1366 x 768, Widescreen, 2.84 lb, 5:06 hrs:min,, 1605,,,,, 1357, N/A,,,,,,, 3, 1,,, 2, 1,, 6:03 min:sec,, 125,, 15:04 min:sec,,
Asus U36Jc-A1,3.50,good,999.00," General Purpose, Media, Ultraportable, Small Business, Gaming Ultraportable", Intel Core i5-460M, 2.53 GHz, Microsoft Windows 7 Home Premium, 4 GB, Intel GMA HD, 500 GB,, 13.3 inches, 1366 x 768, Widescreen, 3.7 lb,,,, 3846, 3201,,,,, 18.8, 6.7, 19,,,,,,,,,, 3:25 min:sec,, 2.05,, 4:55 min:sec,, 247, 7:21
ViewSonic ViewPad 10,2.00,fair,599.00, Tablet, Intel Atom N455, 1.67 GHz," Microsoft Windows 7 Home Premium, Android 1.6"," 2 GB, 2 GB"," Intel GMA HD 3150, Intel GMA HD 3150", 32 GB,, 10.1 inches, 1024 x 600, Widescreen, 1.93 lb,,,,,,,,,,,,,,,,,,,,,,,, 0.2,,,,, 4:03
Toshiba Satellite C655D-S5130,3.00,good,398.00," Value, Business", AMD E-240, 1.5 GHz, Microsoft Windows 7 Home Premium, 3 GB, AMD Radeon HD 6310M, 250 GB,, 15.6 inches,, Widescreen, 5.5 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maingear Shift Super Stock (Core i7-3930K),4.50,excellent,5289.00, Gaming, Intel Core i7-3960k, 4.8 GHz, Microsoft Windows 7 Home Premium, 16 GB, AMD Radeon HD 7970, 1240 GB,,, 2560 x 1600,,,, 6501,,,, 24337, 8839,,,,,,,,,,,,,,, 0:54 min:sec,, 13.98,, 2:15 min:sec,,,
Sony VAIO VPC-EA46FM/V,3.50,good,799.99, General Purpose, Intel Core i3-380M, 2.53 GHz, Microsoft Windows 7 Home Premium, 4 GB, Intel HD Graphics, 640 GB,, 14 inches, 1366 x 768, Widescreen, 4.9 lb,,,, 1873, 1689,,,,,,,,,,,,,,,,, 2:57 min:sec,, 2.11,, 5:22 min:sec,, 220, 5:08
Toshiba Satellite P755-S5215,3.00,good,720.00," General Purpose, Media, Value, Desktop Replacement", Intel Core i3-2310M, 2.1 GHz, Microsoft Windows 7 Home Premium, 6 GB, Intel HD Graphics 3000, 640 GB,, 15.6 inches, 1366 x 768,, 5.4 lb,,,, 4529, 3755,,,,, 14.3,, 16.7,,,,,,,,,, 2:39 min:sec,, 2.02,, 6:37 min:sec,, 235, 5:01
Apple iMac 27-inch (Nvidia GeForce GTX 675M) ,4.00,excellent,3099.00," Business, All-in-one", Intel Core i7-3770, 3.4 GHz, Mac OS X 10.8, 32 GB, Nvidia GeForce GTX 675MX, 256 GB, SSD, 27 inches, 2560 x 1440,,,,,,,,,,,,,,,, 108,,,,,,,, 0:31 min:sec,, 7.52,,, 3:03 min:sec,,
Gateway GT5662,3.50,good,750.00," Mainstream, Multimedia", AMD Phenom 9500, 2.2 GHz, Microsoft Windows Vista Home Premium, 3 GB, AMD Mobility Radeon HD 2400XT, 500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujitsu LifeBook S2210,2.50,fair,1979.00," Ultraportable, Business, Small Business", AMD Turion 64 X2 TL-52 Mobile, 1.6 GHz, Microsoft Windows Vista Business, 2 GB, AMD Mobility Radeon 1150, 100 GB,, 13.3 inches,, Widescreen, 4.2 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compaq X GX5000Z (Iss. 21 2004),3.00,good,5583.00, Gaming,,, Microsoft Windows XP Professional, 1 GB, Nvidia GeForce FX 6800 Ultra, 148 GB,, 23 inches, 1900 x 1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkPad Yoga 260,4.00,excellent,989.10," Ultraportable, Business", Intel Core i5-6200U, 2.8 GHz, Windows 10, 8 GB, Intel HD Graphics 520, 256 GB, SSD, 12.5 inches, 1920 x 1080, Widescreen, 2.93 lbs, 10:11 hrs:min,," 3,178",,,,," 5,313", 340,,,,,,, 10.0, 4.7,,, 12.2, 4.7,, 2:30 min:sec,, 286,, 5:05 min:sec,,
ABS Awesome 4300,3.50,good,1295.00, Multimedia,,, Microsoft Windows XP Home, 512 MB, Nvidia GeForce FX 5700, 120 GB,, 19 inches, 1280 x 1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony VAIO PCV-W500GN1,4.00,excellent,1999.99, All-in-one,,,, 512 MB,, 160 GB,, 17.5 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Travelmate 4202WLMi,3.00,good,1099.00," General Purpose, Value, Small Business", Intel Core Duo T2300, 1.67 GHz, MS Windows XP Professional, 1 GB, Intel GMA 950, 100 GB,, 15.4 inches,, Widescreen, 6 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
